path name,fit function,X0,X1,X2,X3,sigma,meanraw,X0err,X1err,X2err,X3err,ChiSqr
L1_ETT40,quad,1011.6688750773214,562.8856372927522,-4.128635068910719,0.0,248.85444681201685,0,79.58960786143004,13.403088949124022,0.5666285710808833,0.0,161509621.10068372
L1_ZeroBias,quad,11245.837787929577,-0.004331352774057049,8.162145767897727e-05,0.0,0.03674652328453189,0,0.0060237976062589476,0.0007981910581737398,2.5945507334623154e-05,0.0,6.806897453416746
L1_ETT15_BptxAND,quad,9586.285233872713,258.8562031406652,-9.954887333425747,0.0,93.85978799980067,0,30.02471384165184,5.0562986324251815,0.2137593453281172,0.0,22975592.76718251
L1_SingleMu5,quad,-446.2394471443674,78.45461308528087,-2.381459683404297,0.0,4838.465209937427,0,778.2825164942377,103.0312972442753,3.351127307640527,0.0,118013568507.97292
L1_SingleJet68,quad,4.050359006528715,0.8415367424089613,0.03699212956966666,0.0,1.3066972092247273,0,0.21020255840485894,0.027826486305292435,0.0009050153541126374,0.0,8597.048998859304
L1_TripleJet_92_76_64_VBF,quad,0.07495252870452113,0.009395225377292343,0.000712515706945893,0.0,0.020252943017414916,0,0.0032588580113837593,0.00043141279056883527,1.4030995708102554e-05,0.0,2.065264863863611
L1_DoubleIsoTau28er,quad,0.27738035060679767,0.1099513837898274,-0.00014084359173229864,0.0,0.08518465366663278,0,0.013703242764196957,0.0018140404213615167,5.8999432291221884e-05,0.0,36.53610098423151
L1_DoubleMu6_EG6,quad,0.030474515959615006,0.001418413620190788,0.0004882758314310267,0.0,0.017250343069081634,0,0.002776259322780052,0.0003674742838135066,1.1949732374339697e-05,0.0,1.495013464069088
L1_DoubleJetC52,quad,3.014691315654816,0.3328678759434974,0.029744495127295396,0.0,0.7936095166546225,0,0.12766364317256337,0.0169001289174472,0.0005496549377329799,0.0,3171.1238868962855
L1_Mu14er_ETM30,quad,0.04238998621401256,0.00015501479281672045,0.0006726675045531213,0.0,0.011561853417348817,0,0.0018600940269808055,0.000246240316573393,8.008607744503694e-06,0.0,0.6730609481268517
L1_SingleMuOpen_NotBptxOR,quad,0.9349571196832045,-0.14931445867585053,0.007466131642549768,0.0,0.10913507809963942,0,0.017553517509157266,0.0023237880480181322,7.558245549819455e-05,0.0,60.04065543521636
L1_HTT150,quad,0.42384373121248864,0.051746290028687345,0.004146324773015309,0.0,0.1125811456319532,0,0.01811250615082193,0.0023977452519929753,7.798313630517918e-05,0.0,63.816179761328385
L1_HTT250,quad,0.0815272704634629,0.01489936873577494,0.0007870448631881784,0.0,0.025694404987805303,0,0.0041337762976809776,0.0005472335792351423,1.7798029382724567e-05,0.0,3.324119324055477
L1_Mu10er_ETM50,quad,0.012322447228266614,0.001231299863600932,0.00015325439028365229,0.0,0.003799313191534624,0,0.0006112678407297678,8.092028928005667e-05,2.631814898968179e-06,0.0,0.07267912096230297
L1_DoubleMu7_EG7,quad,0.014446439849151307,0.0011448489871620365,0.0001916128357164038,0.0,0.004389743179598169,0,0.000706253885875646,9.349461958125408e-05,3.040778616491632e-06,0.0,0.09702367049554221
L1_TripleMu_5_5_3,quad,0.008919302422942244,0.001312084550398004,0.00015221509854310237,0.0,0.003943557568744339,0,0.0006343415927418938,8.397600352195941e-05,2.731345628243342e-06,0.0,0.07839584898822184
L1_Mu20_EG10,quad,0.0183584304654971,0.0044194906169918325,0.0002719296754297015,0.0,0.008301710900240183,0,0.0013356343836396687,0.0001768124519851404,5.7505671743416e-06,0.0,0.3470041634913241
L1_SingleEG40,quad,0.17535377783519684,0.0418471569639466,0.0018479648767457573,0.0,0.07320407341810488,0,0.011779099515034407,0.0015593368235884094,5.071492689580322e-05,0.0,26.98174109779156
L1_DoubleMu_10_3p5,quad,0.06281326323209861,0.02520446067785062,0.0007012840244792002,0.0,0.03152278962388431,0,0.005071851700851799,0.0006714340185108698,2.183840782033879e-05,0.0,5.00917246525088
L1_Mu16er_IsoTau28er,quad,0.016351772839400175,0.007465208697458201,4.730590064393004e-05,0.0,0.006806999849919623,0,0.0010952004599865917,0.00014498379488623976,4.715377325931663e-06,0.0,0.23329796842751702
